amount,international,new_device,hour,velocity_1h,account_age_days,fraud
22.88,0,0,4,0,2138,0
32.84,1,1,13,0,2380,0
6.35,0,1,7,0,1157,0
11.72,0,0,9,0,3130,0
20.85,1,0,16,1,3310,0
16.46,0,0,18,0,797,0
8.84,1,0,11,0,2694,0
49.42,1,0,15,1,2456,0
32.52,0,0,1,0,939,0
29.91,0,0,5,2,2978,0
16.68,1,0,17,0,1114,0
28.66,1,0,15,1,934,0
38.87,0,1,1,0,2593,0
22.52,0,0,21,1,435,0
37.01,0,1,9,3,3349,0
15.53,0,0,7,1,1403,0
29.03,0,1,11,1,1790,0
60.33,0,0,9,0,2479,0
64.23,0,1,12,2,3209,0
68.67,0,0,3,1,2810,0
33.11,1,1,3,1,1394,0
27.72,0,0,23,0,2737,0
19.8,0,0,17,0,1442,0
7.65,0,0,8,4,1885,0
10.58,0,0,20,0,2503,0
24.1,1,0,19,0,2009,0
25.13,0,0,16,0,184,0
72.86,0,0,17,1,162,0
68.06,1,1,22,1,507,0
16.77,0,0,20,0,305,0
48.08,0,0,6,1,2658,0
19.42,0,1,17,0,701,0
43.72,0,0,3,1,883,0
47.67,0,0,12,0,1147,0
64.68,0,0,1,0,639,0
19.2,0,0,4,1,3167,0
55.15,0,0,17,0,325,0
7.31,0,1,8,0,699,0
67.18,0,1,3,2,820,0
26.64,0,1,23,2,307,0
27.04,0,0,22,3,914,0
6.51,1,1,5,0,679,0
20.65,1,0,14,0,1245,0
70.02,0,0,7,0,559,0
20.11,0,0,19,1,3424,0
44.68,0,1,16,2,2870,0
27.78,0,1,10,1,2352,0
57.05,0,0,22,0,2164,0
31.0,0,1,17,1,2530,0
14.12,0,0,3,0,3435,0
28.21,0,0,10,3,484,0
83.17,0,0,19,0,1939,0
38.41,1,0,12,0,703,0
24.99,0,0,2,0,1651,0
131.5,0,0,18,1,3280,0
61.04,0,1,11,1,2304,0
48.02,0,0,5,1,2315,0
33.86,0,1,19,0,350,0
45.2,0,0,21,0,2955,0
46.24,0,0,14,2,2608,0
5.88,0,1,17,0,1304,0
35.75,0,0,5,1,1217,0
24.23,0,0,17,0,2106,0
19.11,0,0,21,4,2768,0
23.65,1,1,5,0,1833,0
9.12,0,0,22,0,3126,0
7.67,0,1,2,0,749,0
64.88,0,1,10,0,2518,0
37.47,0,0,1,0,3010,0
5.01,0,0,10,1,2580,0
18.11,0,0,15,2,1218,0
50.22,0,0,20,0,1692,0
22.29,0,0,3,1,1704,0
64.81,1,0,21,0,1126,0
56.53,0,0,23,1,485,0
10.49,1,1,1,2,681,0
24.52,1,0,23,1,2330,0
19.81,1,0,21,0,820,0
10.25,0,0,0,0,2887,0
9.8,1,0,1,1,2892,0
15.42,0,0,17,2,1497,0
17.31,1,1,10,1,1331,0
33.06,0,0,6,1,3570,0
56.31,0,0,9,2,46,0
38.84,0,1,8,1,940,0
45.84,0,0,23,0,2521,0
22.5,0,1,5,0,3186,0
41.35,0,0,2,1,1675,0
24.44,0,1,19,0,2632,0
19.9,0,1,20,1,794,0
102.31,0,1,21,0,3384,0
5.31,0,0,23,3,2126,0
7.31,0,0,0,0,2703,0
35.44,0,1,18,0,643,0
22.52,0,0,6,3,1806,0
9.92,0,0,10,0,2657,0
12.96,0,0,10,1,1509,0
14.2,0,0,23,1,3505,0
50.63,1,0,12,1,3027,0
63.35,0,0,5,1,470,0
85.43,0,0,2,0,3067,0
8.91,0,0,14,0,1397,0
10.41,1,0,19,0,2149,0
9.93,0,0,17,0,1491,0
66.83,0,1,22,0,2562,0
36.31,0,0,1,0,1567,0
28.68,0,0,9,0,1689,0
31.84,0,1,14,0,2126,0
26.06,1,0,20,1,797,0
12.37,1,0,7,0,1557,0
38.83,0,0,16,0,182,0
23.8,0,0,4,0,213,0
11.7,0,0,14,2,2386,0
40.53,1,0,18,0,1015,0
20.12,1,1,19,0,2442,0
31.79,0,0,10,0,2773,0
24.84,0,0,11,2,2428,0
50.6,0,0,21,2,1536,0
31.63,0,0,13,2,2052,0
14.61,0,0,8,1,2857,0
33.97,0,1,6,0,1249,0
34.75,0,1,17,1,1523,0
38.78,0,0,17,0,883,0
55.99,1,0,12,0,733,0
17.62,0,0,3,2,239,0
43.27,0,0,3,1,258,0
8.11,0,0,5,1,540,0
24.93,0,0,0,0,2806,0
22.37,0,0,11,1,2293,0
74.7,1,0,9,1,321,0
24.3,0,0,9,1,2803,0
41.5,0,0,22,1,2738,0
7.9,0,0,5,0,3312,0
21.2,0,0,19,2,3535,0
14.99,1,0,4,1,306,0
153.37,0,0,14,1,1910,0
17.0,0,0,20,1,2971,0
28.54,0,0,20,4,873,0
29.62,1,1,14,1,2180,0
8.91,0,0,4,1,331,0
18.76,0,0,9,0,1099,0
35.99,0,0,10,1,3576,0
28.79,0,0,20,1,2649,0
5.42,0,0,9,1,953,0
18.23,1,0,19,0,3611,0
55.4,0,0,22,1,739,0
40.93,0,1,2,0,1384,0
63.6,0,1,22,2,1621,0
13.6,0,0,13,0,2290,0
66.46,0,0,14,0,957,0
26.28,0,1,7,1,952,0
82.65,0,0,8,1,2448,0
27.18,0,1,12,2,748,0
6.47,1,1,4,1,519,0
49.13,0,0,17,1,544,0
19.88,0,0,16,2,1197,0
20.84,0,0,0,1,117,0
9.8,0,1,5,0,128,0
84.4,0,0,12,1,2641,0
18.83,0,0,17,0,1975,0
81.66,1,0,7,0,532,0
20.05,0,1,21,0,931,0
14.16,0,1,12,0,2468,0
68.28,0,0,12,0,2927,0
25.76,0,0,2,0,3174,0
25.93,0,0,15,1,793,0
11.05,0,1,19,1,3090,0
19.68,0,0,5,0,1557,0
36.6,1,0,13,0,1091,0
10.92,0,1,0,0,2106,0
18.59,0,0,5,1,454,0
20.2,0,0,1,0,1691,0
28.4,0,1,18,0,1617,0
76.38,1,0,23,1,2174,0
21.98,0,1,0,0,661,0
16.72,0,0,16,0,226,0
185.39,0,0,14,2,1363,0
20.02,0,0,16,0,3589,0
23.73,0,0,12,0,2076,0
21.1,1,0,23,1,1999,0
22.34,0,0,0,2,2351,0
28.63,0,0,3,1,1854,0
51.65,0,0,5,0,796,0
35.97,0,0,18,0,3595,0
57.63,0,0,1,0,829,0
56.31,0,0,2,0,2336,0
31.37,0,0,17,1,3160,0
35.28,0,0,10,1,2402,0
58.92,1,0,16,0,3448,0
12.46,0,0,8,0,649,0
155.83,0,0,2,1,2344,0
18.94,0,0,14,0,336,0
21.21,0,1,2,2,2032,0
11.61,0,0,11,1,669,0
11.85,0,1,21,2,2401,0
53.61,0,0,4,0,1191,0
132.84,0,0,4,1,469,0
18.23,0,0,22,0,3160,0
34.57,1,0,7,1,3274,0
31.63,0,0,8,1,622,0
54.61,0,0,16,1,761,0
128.14,0,0,3,0,138,0
78.62,0,0,1,3,2444,0
22.94,0,0,20,0,3261,0
39.26,0,0,22,1,810,0
42.08,0,0,23,0,1647,0
26.73,0,1,0,0,2576,0
12.59,0,0,12,0,1615,0
15.5,0,0,20,1,2750,0
60.56,0,0,20,1,2752,0
65.1,0,0,8,0,2704,0
23.45,0,0,11,1,2608,0
32.55,0,1,3,0,1564,0
62.68,0,0,3,2,1436,0
8.22,0,0,9,0,2215,0
19.84,0,0,5,1,391,0
111.33,1,0,23,0,2182,0
33.43,0,0,1,0,118,0
12.3,0,1,12,0,2629,0
29.43,0,0,13,2,2209,0
55.42,0,0,1,2,1821,0
4.56,0,0,10,2,1105,0
30.67,0,0,22,0,1851,0
20.89,1,0,2,2,2319,0
8.59,1,0,3,0,2498,1
28.71,1,0,3,1,3368,0
24.64,0,0,1,2,621,0
26.66,0,0,21,1,160,0
21.25,0,0,1,0,2381,0
13.26,0,0,6,0,594,0
9.79,0,0,19,0,541,0
16.72,0,1,23,2,1002,0
49.48,0,0,3,2,2645,0
31.92,0,0,8,0,228,0
25.83,0,1,4,1,1419,1
13.09,0,0,4,1,385,0
20.87,0,1,22,1,3064,0
45.42,0,0,8,0,2781,0
38.6,0,1,14,1,322,0
19.41,0,0,3,0,999,0
4.36,1,0,6,0,1680,0
16.9,0,1,8,1,1668,0
19.34,0,0,14,1,610,0
14.37,0,0,21,2,1703,0
20.3,1,0,5,1,3171,0
48.02,0,0,15,1,806,0
26.41,0,0,11,1,457,0
54.21,0,0,19,0,1408,0
9.43,0,0,8,0,1770,0
21.9,0,1,10,0,1039,0
6.98,0,1,14,0,384,0
20.11,0,1,10,1,311,0
13.04,0,0,18,0,2911,0
66.48,0,0,0,0,480,0
36.12,0,0,8,1,1029,0
55.17,0,0,4,1,2782,0
20.07,0,0,3,1,2168,0
13.28,0,1,1,1,90,0
12.99,0,0,8,0,621,0
32.65,0,0,5,2,1719,0
96.27,1,0,18,0,1283,0
36.19,0,0,12,1,3609,0
20.86,0,0,18,1,414,0
23.76,0,0,21,0,96,0
26.53,0,1,18,0,2010,0
112.02,0,0,10,1,3500,0
64.3,0,0,23,0,12,0
32.52,0,0,9,1,3025,0
29.28,0,1,19,1,3624,0
33.43,0,1,4,1,1519,0
38.32,1,0,23,2,1519,0
20.3,0,0,7,1,3622,0
15.02,1,0,15,0,2297,0
55.84,0,1,8,0,1995,0
27.53,0,1,5,1,1046,0
52.67,0,0,7,2,3400,0
85.83,0,0,14,0,924,0
39.03,0,0,2,1,1433,0
34.85,0,0,4,0,3088,0
254.72,0,0,22,0,1863,0
31.34,0,0,2,2,2767,0
12.64,0,0,17,0,3631,0
22.27,0,0,7,1,2348,0
80.33,0,0,7,1,593,0
10.96,0,0,8,3,2745,0
16.01,0,0,9,1,2189,0
58.82,0,0,17,1,639,0
22.42,1,0,19,0,404,0
25.1,0,0,8,1,3409,0
57.48,0,1,4,0,386,0
16.42,0,0,0,0,1659,0
9.7,0,0,17,0,3595,0
10.26,0,0,22,0,3170,0
40.74,0,0,0,1,3062,0
32.5,1,0,14,2,2686,0
16.7,0,0,5,1,1741,0
12.05,0,0,5,1,1043,0
22.43,0,0,19,0,3274,0
59.24,0,1,6,0,2078,0
15.1,1,0,7,1,1444,0
17.05,0,0,2,0,3528,0
11.78,1,0,21,1,1350,0
20.96,0,0,21,1,135,0
34.35,0,1,21,0,2193,0
119.18,0,0,5,0,1556,0
31.58,0,0,4,0,2272,0
26.11,0,0,22,2,2264,0
49.6,0,0,14,1,2299,0
44.14,0,0,6,0,1240,0
18.1,0,0,1,0,920,0
135.84,0,1,19,1,1160,0
26.65,0,0,19,1,3522,0
31.99,0,0,0,2,2732,0
39.88,0,1,11,0,1432,0
34.54,0,1,11,1,3344,0
78.87,0,0,11,0,2791,0
17.94,0,0,8,1,1962,0
46.92,0,1,7,1,2920,0
30.42,1,0,8,0,3460,0
53.94,0,0,22,1,2073,0
23.32,0,0,23,0,369,0
21.22,0,1,2,0,1572,0
45.26,0,0,17,0,830,0
34.83,0,0,13,0,2552,0
15.27,0,0,6,1,320,0
69.54,0,0,4,1,1707,0
45.28,1,0,18,0,1589,0
25.74,1,0,8,1,1408,0
19.54,0,0,3,0,2287,0
34.98,0,0,23,0,1991,0
43.05,1,1,22,0,731,0
8.88,0,0,10,0,2920,0
35.27,0,0,10,1,1637,0
42.81,1,0,10,0,573,0
5.22,0,0,4,1,2498,0
31.1,0,0,2,0,1433,0
44.09,1,0,6,1,2334,0
40.72,0,1,9,0,2754,0
47.55,1,0,3,0,2296,0
21.56,0,0,0,1,3434,0
13.09,0,0,22,1,2212,0
7.69,0,1,21,1,1390,0
58.24,0,0,7,0,3601,0
44.35,1,1,14,1,1878,0
61.43,0,0,3,1,2605,0
16.32,0,0,22,2,1208,0
47.59,0,0,19,1,3313,0
9.47,0,0,4,1,3430,0
14.75,1,1,5,2,3473,0
29.61,1,0,7,0,1416,0
43.13,0,0,2,0,3137,0
87.82,1,0,8,0,2453,0
22.92,0,0,16,1,347,0
14.79,1,0,17,0,3347,0
14.27,0,0,0,2,1931,0
16.75,0,1,8,0,1943,0
128.34,0,0,19,0,1392,0
46.05,0,0,20,0,3113,0
59.07,1,0,13,0,354,0
22.94,0,0,17,0,1403,0
27.08,1,0,5,1,2059,0
44.23,0,0,20,0,715,0
19.03,0,0,11,1,776,0
22.11,0,0,16,0,2247,0
16.91,0,1,6,0,2123,0
19.82,1,1,4,0,2985,0
28.06,0,0,12,1,2983,0
15.25,0,1,12,0,65,0
33.12,0,1,13,2,1437,0
33.09,1,1,19,1,3091,0
23.92,1,0,18,0,3466,0
15.19,1,0,7,1,346,0
29.18,0,0,11,0,2797,0
19.04,1,0,2,1,847,0
28.01,0,0,18,0,2935,0
58.48,1,0,3,0,1628,0
11.28,0,1,1,1,409,0
124.14,0,1,12,1,745,0
25.77,0,0,22,1,3437,0
36.17,0,1,9,0,2802,0
16.01,0,1,4,0,126,0
60.31,0,0,4,0,3460,0
24.83,0,1,20,0,3080,0
20.58,1,0,15,0,1990,0
18.12,0,0,11,1,108,0
22.47,0,1,22,0,1587,0
36.34,0,0,2,3,592,0
30.6,0,0,14,0,1334,0
26.37,0,1,8,4,1151,0
16.48,0,0,5,1,2602,0
15.82,0,0,22,0,2692,0
19.64,0,0,22,2,630,0
37.42,0,0,20,0,3282,0
43.1,0,0,3,1,2446,0
47.37,0,0,17,1,2432,0
27.08,0,1,8,0,2833,0
35.46,0,0,9,2,2656,0
24.1,0,0,4,0,2879,0
8.01,0,0,14,0,1057,0
23.31,1,0,20,0,2506,0
20.85,0,0,5,1,3560,0
13.1,0,0,12,2,2753,0
18.23,1,0,15,0,1488,0
29.8,0,0,15,1,2307,0
12.26,0,0,6,1,3332,0
16.48,0,0,0,0,2392,0
80.12,0,0,19,0,2844,0
8.83,0,0,14,0,3248,0
23.85,0,0,16,1,1340,0
11.98,1,0,12,0,1223,0
16.02,0,1,9,1,1252,0
23.61,0,0,6,3,1346,0
13.58,1,0,15,0,2480,0
40.52,0,0,19,0,1773,0
69.81,0,0,7,0,3432,0
48.87,1,0,0,1,2505,0
55.55,0,0,3,1,2454,0
10.32,0,0,13,0,3467,0
22.87,0,0,5,1,3129,0
37.61,0,0,19,0,118,0
49.89,0,1,6,2,3526,0
92.51,0,0,11,1,3218,0
57.3,0,0,5,1,1204,0
50.78,0,1,10,1,859,0
171.32,1,0,16,0,1965,0
29.0,0,0,19,1,3647,0
22.15,1,0,17,1,2223,0
30.7,0,1,12,0,2113,0
14.29,1,0,10,0,792,0
28.43,1,1,7,1,3276,0
8.09,0,0,23,0,2911,0
18.72,0,0,17,0,208,0
25.01,0,0,21,0,955,0
52.71,0,0,17,2,3216,0
59.01,0,0,2,1,2580,0
13.81,0,0,6,2,1472,0
115.96,1,0,11,1,1911,0
30.08,1,0,7,0,460,0
32.07,0,1,21,0,3053,0
8.74,0,0,11,0,2303,0
17.57,0,0,5,0,1867,0
56.54,0,0,14,0,2233,0
30.53,1,0,9,0,2141,0
29.24,0,0,3,0,1584,0
31.79,0,0,22,0,660,0
9.87,0,0,22,0,1754,0
25.34,0,0,18,1,2949,0
72.66,1,0,7,0,195,0
58.01,0,0,19,0,1467,0
24.84,0,0,6,0,2996,0
81.01,0,0,21,0,2116,0
11.23,0,0,21,0,90,0
13.73,0,0,4,0,3088,0
99.94,0,0,7,0,195,0
40.63,0,0,16,1,1749,0
22.15,0,0,5,0,416,0
26.08,1,1,19,0,1001,0
15.42,1,1,16,2,1436,0
32.9,0,1,5,1,968,0
31.13,0,1,18,0,3196,0
27.49,1,1,1,1,2067,0
12.04,0,0,9,1,1318,0
32.63,1,0,4,0,1062,0
18.72,0,0,0,0,1816,0
13.6,0,0,17,0,1235,0
65.81,0,0,3,1,2943,0
123.82,1,1,16,0,857,0
105.62,0,0,1,0,2517,0
42.74,0,0,21,2,1628,0
22.51,1,0,23,0,962,0
25.81,1,0,7,0,1701,0
36.01,0,0,11,0,436,0
20.2,0,0,14,0,1919,0
68.25,0,0,14,0,2617,0
6.52,0,0,0,1,2163,0
22.04,0,0,23,0,55,0
47.5,0,0,22,1,2145,0
15.01,1,0,11,0,93,0
22.92,1,0,13,2,1340,0
41.08,1,0,4,1,2317,0
78.48,0,0,17,2,3287,0
10.96,0,1,12,2,3564,0
10.41,0,0,6,0,1867,0
13.98,0,0,7,0,778,0
9.24,0,0,1,2,3037,0
9.71,0,0,18,0,1298,0
13.72,0,0,1,0,2034,0
64.29,0,1,13,0,723,0
21.79,0,0,19,1,1352,0
27.71,0,1,1,1,1750,0
13.89,0,0,3,1,2696,0
42.24,0,1,18,0,3284,0
100.79,0,1,19,0,645,0
14.57,0,0,1,1,2041,0
90.68,0,0,6,0,3539,0
34.99,0,0,14,0,60,0
27.43,0,0,12,1,2088,0
35.88,0,0,12,1,2802,0
35.64,0,0,6,1,380,0
99.48,0,1,12,2,2438,0
39.02,0,0,1,0,1537,0
39.6,1,1,20,0,2194,0
20.19,0,0,13,4,2600,0
48.78,0,0,8,1,526,0
13.88,1,1,8,0,248,0
29.26,0,0,8,2,1154,0
204.04,0,0,10,0,954,0
4.7,0,1,4,2,1053,0
31.92,1,0,14,0,3373,0
32.79,0,0,4,2,2509,0
23.11,0,0,7,1,1300,0
23.5,0,0,20,0,2210,0
28.9,0,1,13,1,580,0
22.73,0,1,21,0,668,0
31.67,0,0,15,0,359,0
19.27,0,0,18,0,1556,0
111.68,0,1,2,0,2259,0
22.73,0,0,12,1,1856,0
40.4,1,0,8,1,2037,0
16.97,0,1,0,1,595,0
52.1,0,0,2,0,2364,0
45.31,0,0,4,0,2017,0
36.36,0,0,0,2,3496,0
13.21,0,0,10,0,901,0
16.01,0,0,1,0,219,0
88.26,0,0,19,1,1661,0
15.89,0,0,14,2,721,0
42.46,1,1,23,0,638,0
14.0,1,0,2,0,853,0
54.92,0,0,1,0,2481,0
16.77,0,0,20,2,1558,0
13.82,1,0,9,1,3190,0
16.47,0,0,18,0,441,0
18.4,0,0,4,0,3401,0
35.99,0,0,0,1,1496,0
28.46,0,0,11,0,1948,0
12.6,0,0,13,0,2979,0
26.59,0,1,2,0,1794,0
12.18,0,1,0,0,597,0
42.54,0,0,5,0,878,0
48.37,0,0,2,2,3345,0
26.66,0,0,23,3,254,0
32.79,0,0,23,1,3326,0
92.43,0,1,0,0,2464,0
24.28,0,0,10,1,1872,0
14.0,0,0,9,2,1153,0
40.67,0,0,0,0,3139,0
12.27,1,0,15,1,118,0
23.4,0,0,20,2,2596,1
17.83,1,0,14,2,765,0
16.59,0,1,22,0,1302,0
22.76,0,0,15,0,233,0
50.9,0,1,13,0,2050,0
58.79,1,0,22,1,538,0
51.85,0,0,16,0,425,0
34.31,0,1,18,0,1200,0
22.64,0,0,18,1,1809,0
5.2,0,0,0,1,3448,0
35.07,0,1,17,1,3029,0
5.5,1,1,17,2,1461,0
7.05,0,1,11,0,2136,0
24.21,1,0,13,0,2810,0
32.63,0,0,19,0,1394,0
19.77,1,0,3,1,2803,0
79.43,1,0,12,1,2421,0
37.47,0,0,18,3,2566,0
22.77,1,1,6,2,3565,1
71.55,1,0,6,2,1374,0
81.09,0,0,0,0,246,0
38.81,0,1,7,0,1957,0
15.76,0,1,8,1,1205,0
18.45,0,0,22,1,215,0
9.85,0,0,1,1,569,0
26.32,0,0,15,0,1947,0
13.0,0,0,1,1,3492,0
21.53,0,0,19,0,1235,0
32.54,0,0,11,0,1992,0
6.76,0,1,10,1,646,0
11.19,1,1,22,0,473,0
19.01,0,0,17,3,2855,0
26.13,0,0,2,1,2234,0
19.19,0,0,6,0,691,0
22.44,1,1,6,0,1826,0
16.54,0,1,14,0,2117,0
9.83,0,1,19,1,216,0
18.65,0,0,15,1,1095,0
23.35,0,0,9,0,3155,0
21.82,0,0,17,1,1324,0
29.32,0,0,18,0,2588,0
36.35,0,0,1,3,2209,0
43.69,0,0,13,2,19,0
17.4,1,0,17,0,3459,0
9.0,0,0,14,0,3502,0
66.03,1,1,5,0,2439,0
35.51,0,0,3,3,581,0
13.9,0,1,6,0,3082,0
32.93,0,0,8,0,0,0
57.26,0,0,22,0,1861,0
90.96,0,0,14,1,1559,0
32.31,0,0,20,0,2546,0
56.93,0,0,0,1,513,0
11.63,0,0,18,1,3195,0
26.44,0,1,4,1,2081,0
21.44,1,1,13,1,950,0
34.46,0,0,9,0,1136,0
83.75,0,0,20,0,2505,0
32.3,0,0,16,0,675,0
14.06,0,0,11,0,1083,0
11.2,1,0,12,1,3596,0
85.8,0,1,16,0,3211,0
38.85,1,1,17,2,1214,0
37.1,0,0,13,1,2028,0
21.31,0,0,17,0,1513,0
32.7,0,0,18,1,732,0
13.59,0,0,0,0,1073,0
35.55,0,0,8,2,394,0
11.91,0,0,21,1,3055,0
21.08,1,0,7,1,898,0
17.29,0,0,19,1,718,0
2.77,0,0,13,0,2328,0
21.27,0,0,6,1,465,0
14.45,0,0,8,0,3490,0
23.4,0,1,11,0,3217,0
27.15,0,1,2,2,1506,0
93.46,0,0,7,2,669,0
33.56,0,0,16,1,511,0
34.26,0,0,21,1,3131,0
38.36,1,1,22,1,1609,0
49.91,0,0,9,0,2110,0
37.26,1,0,19,2,452,0
33.02,0,0,9,1,3005,0
44.61,0,0,19,0,1889,0
4.96,1,0,21,0,256,0
117.02,0,0,10,0,277,0
82.5,0,0,14,0,3517,0
31.56,0,0,20,1,207,0
10.08,0,0,3,0,1094,0
63.26,0,1,5,0,46,0
16.68,0,1,15,1,213,0
39.4,1,0,4,0,2966,0
11.04,0,0,19,1,2791,0
128.83,0,0,6,1,1208,0
9.88,0,0,8,1,651,0
28.45,0,0,19,0,908,0
6.14,0,0,12,0,1281,0
26.34,0,0,18,2,2834,0
20.13,0,0,15,1,2170,0
60.1,0,0,12,2,1621,0
20.13,0,0,12,0,250,0
60.16,0,0,19,2,421,0
13.24,0,0,23,0,737,0
22.26,0,1,0,1,774,0
22.57,0,0,12,5,1785,0
38.36,0,0,18,1,3149,0
35.09,0,1,15,0,1539,0
44.95,0,0,11,0,1200,0
32.68,1,0,19,0,2035,1
43.07,0,0,11,0,277,0
14.46,0,1,3,1,2659,0
35.59,1,0,6,0,202,0
83.57,1,1,1,0,1288,0
8.36,0,1,16,1,3478,0
38.18,1,1,23,2,1476,0
43.54,0,0,9,0,2729,0
75.4,0,0,17,1,994,0
45.07,0,0,23,0,3110,0
29.08,1,0,9,1,1239,0
36.64,0,0,21,1,829,0
16.21,0,0,0,1,186,0
20.66,0,0,16,2,1118,0
10.64,0,0,3,0,2117,0
76.78,0,0,18,1,231,0
37.16,0,0,0,0,630,0
14.28,0,0,19,2,1266,0
32.78,0,0,9,0,2614,0
61.04,0,0,5,0,2178,0
54.32,0,0,13,1,154,0
14.16,0,0,23,0,133,0
3.02,1,0,3,0,218,0
35.76,0,1,7,1,1206,0
14.57,0,0,15,1,1039,0
41.91,0,0,2,1,426,0
52.73,1,1,22,2,1600,0
59.12,0,0,12,0,2158,0
91.96,0,0,23,1,2531,0
64.42,0,1,9,2,3633,0
92.27,0,1,19,0,2526,0
71.19,0,0,7,0,3598,0
75.67,0,0,10,1,3552,0
26.35,1,0,8,1,3090,0
11.0,1,1,13,1,1283,0
154.1,0,0,5,0,158,0
28.33,1,0,12,0,216,0
64.08,0,0,20,0,3177,0
18.45,0,1,3,0,3143,0
53.24,0,0,19,1,1129,0
4.9,0,1,20,0,2666,0
20.34,0,0,0,1,1658,0
25.31,0,0,16,0,248,0
37.48,0,0,11,0,2387,0
57.42,0,0,15,0,304,0
12.61,0,0,7,0,477,0
43.03,0,0,5,0,1739,0
63.99,0,0,6,0,255,0
140.07,0,0,3,2,1247,0
44.46,0,1,9,0,2748,0
19.66,0,0,20,2,2176,0
11.13,0,0,18,2,202,0
97.56,0,0,4,0,799,0
45.43,1,0,13,2,3626,0
26.7,1,0,1,1,3501,0
8.72,0,1,1,1,3354,0
14.13,0,0,15,1,1869,0
42.18,1,0,7,1,1571,0
34.73,0,1,16,0,2740,0
6.94,0,1,3,0,3492,0
42.22,0,1,2,0,459,0
9.04,1,0,17,2,3267,0
69.95,0,0,4,2,2251,0
31.37,0,0,1,0,514,0
19.6,1,0,18,0,3157,0
54.22,0,0,16,1,117,0
34.72,0,1,22,0,83,0
68.54,1,0,14,1,1342,0
28.68,0,1,11,3,1970,0
29.88,1,1,16,5,1561,0
22.21,1,0,19,0,900,0
32.59,0,0,15,0,2399,0
88.99,0,1,7,4,1746,0
19.07,0,0,21,1,437,0
42.67,1,1,16,1,2978,0
14.64,1,0,21,2,1128,0
6.38,1,0,13,1,2518,0
31.35,0,0,10,2,1281,0
35.14,0,0,20,1,2753,0
25.1,0,1,14,0,1029,0
9.51,0,0,18,0,772,0
33.55,0,0,21,2,270,0
32.67,1,0,6,3,3038,0
14.55,0,1,4,0,2633,0
10.51,0,0,3,1,2241,0
22.72,0,1,14,0,2217,0
42.82,0,0,19,2,252,0
36.29,0,1,23,2,1503,0
14.63,1,0,0,0,3148,0
29.84,1,1,0,0,1056,0
50.45,0,0,16,1,203,0
11.93,0,1,6,0,3063,0
28.34,0,0,11,0,105,0
69.25,0,0,1,1,2514,0
11.11,0,0,1,1,3043,0
60.88,0,0,12,2,2720,0
84.22,0,1,16,0,47,0
23.21,0,1,21,0,3271,0
21.33,0,1,11,0,322,0
55.88,0,0,15,1,3108,0
23.8,0,1,20,0,61,0
5.22,0,0,10,0,1791,0
25.3,1,1,5,3,3213,0
37.69,0,0,19,1,960,0
45.52,0,0,0,1,163,0
14.64,0,0,6,1,323,0
22.45,0,0,3,1,1360,0
53.72,0,0,15,0,1315,0
26.0,0,1,6,1,792,0
9.3,0,1,8,0,1668,0
64.48,1,0,15,0,1247,0
23.34,0,1,7,0,2155,0
58.2,0,0,8,0,1060,0
10.21,0,0,11,1,1147,0
24.91,1,0,2,4,3240,0
38.74,0,0,22,0,2864,0
25.51,1,0,23,1,2805,0
11.84,0,0,17,0,1385,0
5.1,0,0,2,1,3230,0
78.75,0,0,11,2,1244,0
32.25,0,1,8,0,2628,0
61.36,0,0,3,0,2742,0
51.94,0,1,21,0,1205,0
41.17,0,1,9,0,2246,0
21.65,0,1,15,1,678,0
38.2,0,0,16,1,1401,0
73.9,0,0,7,0,1933,0
28.73,0,1,8,0,2430,0
102.64,0,0,23,1,1301,0
9.49,0,1,19,0,2598,0
8.8,1,0,12,1,2348,0
54.14,0,0,12,0,3153,0
15.29,0,0,0,0,142,0
113.33,0,0,4,0,1873,0
69.14,0,1,0,1,2602,0
82.38,0,0,19,1,1541,0
50.36,0,0,22,0,1093,0
14.22,1,0,3,0,2123,0
8.49,0,0,6,2,1687,0
77.22,0,0,8,1,1568,0
9.49,0,0,19,1,3571,0
82.22,1,0,9,1,1543,0
43.33,0,0,1,3,786,0
25.7,0,1,14,0,61,0
36.95,0,0,3,0,429,0
37.55,0,0,15,1,1959,0
23.53,0,1,20,1,765,0
73.55,0,0,1,0,399,0
71.81,1,0,23,0,1282,0
30.23,1,0,15,1,877,0
17.81,0,1,1,3,1957,0
67.64,1,0,5,1,205,0
6.58,0,1,4,0,3577,0
36.99,0,0,21,1,3326,0
45.5,1,0,17,0,3175,0
15.18,0,0,8,0,625,0
53.61,0,1,12,2,2609,0
26.62,0,0,8,1,49,0
18.5,0,0,9,0,2629,0
53.21,1,1,15,1,2911,0
12.68,0,0,4,2,1035,0
49.82,0,0,18,0,1692,0
6.77,0,0,22,3,3387,0
33.12,0,0,23,1,723,0
27.96,0,0,4,0,1969,0
18.58,1,1,9,0,1109,0
35.61,0,0,6,0,593,0
25.64,1,0,15,4,2488,0
56.73,0,0,7,1,3468,0
40.13,0,0,9,3,2063,0
37.22,0,0,3,0,1848,0
33.26,0,0,13,1,1948,0
19.48,1,0,12,1,567,0
21.95,0,0,13,1,734,0
32.26,0,0,8,2,2683,0
24.01,1,0,18,3,2138,0
59.03,0,0,14,1,853,0
28.95,0,1,4,0,71,0
35.28,0,0,8,0,684,0
10.16,0,0,15,1,1843,0
